geoid,Data File Year,STATE,STATEA,COUNTY,County_Code,CensusTractCode,BlockGroupCode,Estimates: Area Name,Total_Population,White_pop,Black_pop, AmericanIndian_pop,Asian_pop,PacificIslander_pop,OtherRace_pop,EduTotal,Edu_8thGrade,Edu_HighSchoolOrGED,Edu_AssociateDegree,Edu_BachelorDegree,Edu_MasterDegree,Edu_ProfDegree,Edu_DoctorateDegree,Median_HH_Income,PerCapita_Income,Workers_Total,Worked_past_year,Worked_FT_past_year,Did_Not_Work
17003100101001,2006-2010,Illinois,17,Cook County,31,10100,1,"Block Group 1, Census Tract 101, Cook County, Illinois",786,231,318,0,237,0,0,421,0,48,0,86,32,32,0,52679,28732,595,517,357,78
17003100101002,2006-2010,Illinois,17,Cook County,31,10100,2,"Block Group 2, Census Tract 101, Cook County, Illinois",2900,608,2111,0,108,0,27,1606,29,372,275,108,38,12,24,21121,16436,1665,1126,801,539
17003100101003,2006-2010,Illinois,17,Cook County,31,10100,3,"Block Group 3, Census Tract 101, Cook County, Illinois",1617,861,281,0,196,0,42,1148,0,157,25,563,150,36,30,45568,28129,1232,953,773,279
17003100102011,2006-2010,Illinois,17,Cook County,31,10201,1,"Block Group 1, Census Tract 102.01, Cook County, Illinois",1028,253,604,0,46,0,125,717,0,120,103,148,47,0,13,54853,29044,808,577,467,231
17003100102012,2006-2010,Illinois,17,Cook County,31,10201,2,"Block Group 2, Census Tract 102.01, Cook County, Illinois",4206,1243,2052,0,183,0,598,2366,55,685,151,468,170,39,3,39036,19232,2730,2024,1640,706
17003100102013,2006-2010,Illinois,17,Cook County,31,10201,3,"Block Group 3, Census Tract 102.01, Cook County, Illinois",690,420,175,0,83,0,12,586,0,64,15,251,101,0,8,41786,32747,596,528,424,68
17003100102021,2006-2010,Illinois,17,Cook County,31,10202,1,"Block Group 1, Census Tract 102.02, Cook County, Illinois",1431,792,355,0,0,6,214,1166,56,216,67,177,60,30,0,29408,18315,1028,657,469,371
17003100102022,2006-2010,Illinois,17,Cook County,31,10202,2,"Block Group 2, Census Tract 102.02, Cook County, Illinois",1550,555,738,0,61,0,107,959,94,207,39,112,84,15,14,43750,20759,1154,769,629,385
17003100103001,2006-2010,Illinois,17,Cook County,31,10300,1,"Block Group 1, Census Tract 103, Cook County, Illinois",928,750,154,0,0,0,0,818,68,223,9,197,167,0,0,51635,32115,662,518,433,144
17003100103002,2006-2010,Illinois,17,Cook County,31,10300,2,"Block Group 2, Census Tract 103, Cook County, Illinois",2467,1489,498,0,156,0,296,1678,125,334,45,252,123,12,38,43836,17816,1284,936,701,348
17003100103003,2006-2010,Illinois,17,Cook County,31,10300,3,"Block Group 3, Census Tract 103, Cook County, Illinois",1816,820,721,0,160,0,67,1262,101,282,41,119,70,17,31,41042,20817,1143,949,769,194
17003100103004,2006-2010,Illinois,17,Cook County,31,10300,4,"Block Group 4, Census Tract 103, Cook County, Illinois",1264,664,265,0,75,0,248,1080,68,166,38,311,122,0,0,50727,41821,1130,1096,869,34
17003100104001,2006-2010,Illinois,17,Cook County,31,10400,1,"Block Group 1, Census Tract 104, Cook County, Illinois",1238,888,185,0,96,0,41,950,0,208,29,201,151,28,17,68365,32288,927,745,637,182
17003100104002,2006-2010,Illinois,17,Cook County,31,10400,2,"Block Group 2, Census Tract 104, Cook County, Illinois",1171,882,52,0,184,0,14,870,0,104,0,272,181,36,14,55354,33033,969,782,675,187
17003100104003,2006-2010,Illinois,17,Cook County,31,10400,3,"Block Group 3, Census Tract 104, Cook County, Illinois",2242,1529,409,0,161,0,83,897,31,60,84,244,200,0,20,26469,19670,2008,1656,672,352
17003100105011,2006-2010,Illinois,17,Cook County,31,10501,1,"Block Group 1, Census Tract 105.01, Cook County, Illinois",840,494,278,0,20,0,0,700,0,35,28,271,137,66,0,34757,29362,757,700,504,57
17003100105012,2006-2010,Illinois,17,Cook County,31,10501,2,"Block Group 2, Census Tract 105.01, Cook County, Illinois",2337,631,1609,0,97,0,0,1432,0,288,226,365,138,23,0,38347,19068,1732,1176,1004,556
17003100105013,2006-2010,Illinois,17,Cook County,31,10501,3,"Block Group 3, Census Tract 105.01, Cook County, Illinois",961,615,161,0,131,0,29,785,15,133,14,187,96,97,66,21360,28655,658,577,413,81
17003100105021,2006-2010,Illinois,17,Cook County,31,10502,1,"Block Group 1, Census Tract 105.02, Cook County, Illinois",1570,990,242,0,91,0,109,728,0,111,59,186,82,27,10,35893,32296,1293,1034,592,259
17003100105022,2006-2010,Illinois,17,Cook County,31,10502,2,"Block Group 2, Census Tract 105.02, Cook County, Illinois",1724,934,402,31,217,0,0,1319,14,104,48,398,109,34,50,28309,23335,1524,1208,890,316
17003100105031,2006-2010,Illinois,17,Cook County,31,10503,1,"Block Group 1, Census Tract 105.03, Cook County, Illinois",1137,888,155,0,94,0,0,755,14,43,60,157,210,32,0,15583,22965,663,461,246,202
17003100105032,2006-2010,Illinois,17,Cook County,31,10503,2,"Block Group 2, Census Tract 105.03, Cook County, Illinois",641,466,132,0,0,0,15,362,14,70,0,112,44,10,33,22721,15291,605,469,207,136
17003100106001,2006-2010,Illinois,17,Cook County,31,10600,1,"Block Group 1, Census Tract 106, Cook County, Illinois",2480,1198,793,0,118,0,256,1751,19,337,226,394,264,61,0,42083,24568,1868,1578,1288,290
17003100106002,2006-2010,Illinois,17,Cook County,31,10600,2,"Block Group 2, Census Tract 106, Cook County, Illinois",1190,455,451,9,29,0,218,889,37,207,45,122,196,0,12,97574,25027,924,646,545,278
17003100106003,2006-2010,Illinois,17,Cook County,31,10600,3,"Block Group 3, Census Tract 106, Cook County, Illinois",1430,812,208,0,156,0,135,950,26,121,17,229,168,63,60,47857,31154,1101,944,584,157
17003100106004,2006-2010,Illinois,17,Cook County,31,10600,4,"Block Group 4, Census Tract 106, Cook County, Illinois",1463,525,407,0,43,0,474,960,0,143,50,260,85,14,27,47198,23145,1061,853,720,208
17003100107011,2006-2010,Illinois,17,Cook County,31,10701,1,"Block Group 1, Census Tract 107.01, Cook County, Illinois",1284,907,99,0,0,0,205,994,47,108,0,188,171,67,61,51031,31993,944,843,663,101
17003100107012,2006-2010,Illinois,17,Cook County,31,10701,2,"Block Group 2, Census Tract 107.01, Cook County, Illinois",2450,1289,488,0,65,0,531,1614,48,194,28,555,213,0,43,60565,24630,1857,1475,1098,382
17003100107021,2006-2010,Illinois,17,Cook County,31,10702,1,"Block Group 1, Census Tract 107.02, Cook County, Illinois",1402,572,227,0,52,0,551,993,0,242,80,226,71,0,12,36509,24866,1078,840,575,238
17003100107022,2006-2010,Illinois,17,Cook County,31,10702,2,"Block Group 2, Census Tract 107.02, Cook County, Illinois",1468,636,312,0,0,0,462,1007,86,153,30,136,115,25,121,34861,18941,991,769,623,222
17003100107023,2006-2010,Illinois,17,Cook County,31,10702,3,"Block Group 3, Census Tract 107.02, Cook County, Illinois",1508,614,200,0,11,0,659,1026,0,278,26,181,117,0,0,52883,20035,1248,989,756,259
17003100107024,2006-2010,Illinois,17,Cook County,31,10702,4,"Block Group 4, Census Tract 107.02, Cook County, Illinois",1136,635,382,0,12,0,107,654,31,149,0,119,49,0,0,47569,17526,742,676,587,66
17003100201001,2006-2010,Illinois,17,Cook County,31,20100,1,"Block Group 1, Census Tract 201, Cook County, Illinois",2110,1116,565,0,395,0,0,1369,29,340,107,203,202,0,35,50114,23364,1259,982,719,277
17003100201002,2006-2010,Illinois,17,Cook County,31,20100,2,"Block Group 2, Census Tract 201, Cook County, Illinois",1431,773,500,0,133,0,25,1176,29,142,97,238,154,52,0,41203,23319,942,728,690,214
17003100202001,2006-2010,Illinois,17,Cook County,31,20200,1,"Block Group 1, Census Tract 202, Cook County, Illinois",1713,1208,385,0,120,0,0,935,0,58,0,400,182,0,0,90313,27476,904,722,397,182
17003100202002,2006-2010,Illinois,17,Cook County,31,20200,2,"Block Group 2, Census Tract 202, Cook County, Illinois",1631,1082,258,0,263,0,28,1115,0,296,191,183,149,24,14,45884,19827,956,588,474,368
17003100202003,2006-2010,Illinois,17,Cook County,31,20200,3,"Block Group 3, Census Tract 202, Cook County, Illinois",1490,835,78,0,433,0,55,964,47,154,43,230,117,20,37,83304,29248,893,709,498,184
17003100202004,2006-2010,Illinois,17,Cook County,31,20200,4,"Block Group 4, Census Tract 202, Cook County, Illinois",1939,824,439,0,664,0,0,1261,0,248,61,274,255,0,29,71120,23862,1173,873,599,300
17003100203011,2006-2010,Illinois,17,Cook County,31,20301,1,"Block Group 1, Census Tract 203.01, Cook County, Illinois",1370,1346,0,0,24,0,0,1184,32,192,32,423,123,38,36,39010,26649,470,417,327,53
17003100203012,2006-2010,Illinois,17,Cook County,31,20301,2,"Block Group 2, Census Tract 203.01, Cook County, Illinois",1074,753,85,0,236,0,0,802,25,117,61,195,66,53,14,34391,30315,486,341,285,145
17003100203013,2006-2010,Illinois,17,Cook County,31,20301,3,"Block Group 3, Census Tract 203.01, Cook County, Illinois",2026,1699,61,0,30,0,155,1058,0,159,133,293,159,75,0,75802,27646,1272,912,708,360
17003100203021,2006-2010,Illinois,17,Cook County,31,20302,1,"Block Group 1, Census Tract 203.02, Cook County, Illinois",1499,692,360,0,159,0,274,992,0,275,84,288,52,28,12,38636,17513,812,545,367,267
17003100203022,2006-2010,Illinois,17,Cook County,31,20302,2,"Block Group 2, Census Tract 203.02, Cook County, Illinois",943,491,0,0,216,0,73,652,0,41,89,212,118,117,0,78429,31789,576,522,431,54
17003100203023,2006-2010,Illinois,17,Cook County,31,20302,3,"Block Group 3, Census Tract 203.02, Cook County, Illinois",2163,1929,53,0,105,0,8,1609,17,348,50,455,284,33,74,79038,32281,1507,1305,948,202
17003100204001,2006-2010,Illinois,17,Cook County,31,20400,1,"Block Group 1, Census Tract 204, Cook County, Illinois",808,551,72,0,154,0,31,591,0,35,59,178,125,0,22,58200,28898,582,481,291,101
17003100204002,2006-2010,Illinois,17,Cook County,31,20400,2,"Block Group 2, Census Tract 204, Cook County, Illinois",1354,978,68,0,217,0,10,895,0,105,74,304,206,41,0,62262,30922,887,690,548,197
17003100204003,2006-2010,Illinois,17,Cook County,31,20400,3,"Block Group 3, Census Tract 204, Cook County, Illinois",1673,1015,233,112,274,0,0,1176,6,306,45,269,153,29,7,35920,20725,1160,940,764,220
17003100205001,2006-2010,Illinois,17,Cook County,31,20500,1,"Block Group 1, Census Tract 205, Cook County, Illinois",1851,655,406,0,286,12,378,1120,35,347,23,190,79,35,0,31141,16616,1284,933,633,351
17003100205002,2006-2010,Illinois,17,Cook County,31,20500,2,"Block Group 2, Census Tract 205, Cook County, Illinois",605,96,175,0,194,0,140,405,0,89,34,73,13,0,0,31181,14435,457,303,238,154
17003100205003,2006-2010,Illinois,17,Cook County,31,20500,3,"Block Group 3, Census Tract 205, Cook County, Illinois",2415,1062,101,0,950,0,198,1473,82,324,86,165,142,83,31,28092,12577,1575,1049,785,526
17003100205004,2006-2010,Illinois,17,Cook County,31,20500,4,"Block Group 4, Census Tract 205, Cook County, Illinois",879,156,131,0,221,0,337,654,0,139,16,63,49,0,0,42632,19981,694,574,450,120
17003100206011,2006-2010,Illinois,17,Cook County,31,20601,1,"Block Group 1, Census Tract 206.01, Cook County, Illinois",2836,1788,0,0,526,0,514,1195,63,272,30,198,183,39,33,30547,14153,1404,917,674,487
17003100206012,2006-2010,Illinois,17,Cook County,31,20601,2,"Block Group 2, Census Tract 206.01, Cook County, Illinois",2158,1120,80,32,264,0,624,1317,12,372,116,176,85,89,0,39242,18285,1302,1008,793,294
17003100206013,2006-2010,Illinois,17,Cook County,31,20601,3,"Block Group 3, Census Tract 206.01, Cook County, Illinois",1041,193,370,0,259,0,184,579,0,84,27,97,63,0,11,32500,18684,568,435,374,133
17003100206021,2006-2010,Illinois,17,Cook County,31,20602,1,"Block Group 1, Census Tract 206.02, Cook County, Illinois",1380,486,61,0,202,0,489,919,26,190,38,126,163,44,14,55545,23865,897,700,562,197
17003100206022,2006-2010,Illinois,17,Cook County,31,20602,2,"Block Group 2, Census Tract 206.02, Cook County, Illinois",1096,263,94,43,362,39,295,789,0,199,0,269,46,0,0,52813,24293,932,765,649,167
17003100206023,2006-2010,Illinois,17,Cook County,31,20602,3,"Block Group 3, Census Tract 206.02, Cook County, Illinois",1353,416,63,0,368,0,506,900,16,46,32,203,118,36,0,46410,17839,976,760,669,216
17003100206024,2006-2010,Illinois,17,Cook County,31,20602,4,"Block Group 4, Census Tract 206.02, Cook County, Illinois",578,343,80,0,146,0,0,429,41,33,31,124,38,22,0,37266,24605,368,302,202,66
17003100207011,2006-2010,Illinois,17,Cook County,31,20701,1,"Block Group 1, Census Tract 207.01, Cook County, Illinois",831,554,0,0,191,0,86,639,0,98,26,319,18,14,19,90134,29009,503,373,324,130
17003100207012,2006-2010,Illinois,17,Cook County,31,20701,2,"Block Group 2, Census Tract 207.01, Cook County, Illinois",1097,536,113,0,272,0,162,692,0,331,0,68,41,0,10,65855,19693,630,529,442,101
17003100207021,2006-2010,Illinois,17,Cook County,31,20702,1,"Block Group 1, Census Tract 207.02, Cook County, Illinois",1775,736,0,0,987,0,39,1250,0,276,194,293,160,0,0,46850,24018,1103,840,597,263
17003100207022,2006-2010,Illinois,17,Cook County,31,20702,2,"Block Group 2, Census Tract 207.02, Cook County, Illinois",2809,1376,262,0,807,0,245,1761,19,640,78,249,97,20,12,31722,12687,1618,1147,877,471
17003100207023,2006-2010,Illinois,17,Cook County,31,20702,3,"Block Group 3, Census Tract 207.02, Cook County, Illinois",1718,983,83,0,636,0,0,1321,14,278,163,177,47,0,34,36915,23730,1244,1009,823,235
17003100207024,2006-2010,Illinois,17,Cook County,31,20702,4,"Block Group 4, Census Tract 207.02, Cook County, Illinois",983,590,0,0,321,0,72,517,0,145,23,137,78,25,0,53558,17703,596,505,272,91
17003100208011,2006-2010,Illinois,17,Cook County,31,20801,1,"Block Group 1, Census Tract 208.01, Cook County, Illinois",1703,1065,116,0,150,0,357,1083,0,204,50,141,70,0,26,54077,19648,1047,833,666,214
17003100208012,2006-2010,Illinois,17,Cook County,31,20801,2,"Block Group 2, Census Tract 208.01, Cook County, Illinois",876,413,0,0,239,0,224,602,0,147,73,205,23,39,0,69654,26244,574,380,313,194
17003100208013,2006-2010,Illinois,17,Cook County,31,20801,3,"Block Group 3, Census Tract 208.01, Cook County, Illinois",819,630,79,0,69,0,41,582,0,138,0,186,25,0,0,48269,27746,647,424,371,223
17003100208014,2006-2010,Illinois,17,Cook County,31,20801,4,"Block Group 4, Census Tract 208.01, Cook County, Illinois",2443,1361,30,0,699,0,323,1640,0,331,176,311,151,0,0,60402,24776,1554,1274,1051,280
17003100208021,2006-2010,Illinois,17,Cook County,31,20802,1,"Block Group 1, Census Tract 208.02, Cook County, Illinois",1090,590,0,0,319,0,146,785,14,215,87,91,61,17,0,82766,25947,762,486,458,276
17003100208022,2006-2010,Illinois,17,Cook County,31,20802,2,"Block Group 2, Census Tract 208.02, Cook County, Illinois",1761,732,223,0,498,0,234,1094,23,217,46,281,92,0,0,38854,15736,1235,839,559,396
17003100208023,2006-2010,Illinois,17,Cook County,31,20802,3,"Block Group 3, Census Tract 208.02, Cook County, Illinois",2387,684,346,158,604,0,569,1384,32,176,67,451,86,27,0,63382,16109,1675,1143,1082,532
17003100208024,2006-2010,Illinois,17,Cook County,31,20802,4,"Block Group 4, Census Tract 208.02, Cook County, Illinois",1508,655,224,9,530,0,62,1057,24,201,88,222,20,42,0,35954,20157,1075,847,486,228
17003100209011,2006-2010,Illinois,17,Cook County,31,20901,1,"Block Group 1, Census Tract 209.01, Cook County, Illinois",2625,584,179,6,959,0,875,1520,98,298,104,263,50,0,12,37401,15825,1712,1396,1091,316
17003100209012,2006-2010,Illinois,17,Cook County,31,20901,2,"Block Group 2, Census Tract 209.01, Cook County, Illinois",951,379,123,0,258,0,153,579,14,199,11,123,37,0,0,53750,21370,612,388,284,224
17003100209013,2006-2010,Illinois,17,Cook County,31,20901,3,"Block Group 3, Census Tract 209.01, Cook County, Illinois",2804,1455,483,0,494,0,320,1785,44,416,76,369,137,18,0,44597,21753,2127,1595,1478,532
17003100209021,2006-2010,Illinois,17,Cook County,31,20902,1,"Block Group 1, Census Tract 209.02, Cook County, Illinois",2580,972,614,0,755,0,181,1709,0,770,82,337,12,9,42,45426,17977,1917,1042,784,875
17003100209022,2006-2010,Illinois,17,Cook County,31,20902,2,"Block Group 2, Census Tract 209.02, Cook County, Illinois",1893,1215,36,0,316,0,232,1138,0,349,72,184,50,0,0,48244,19669,1174,983,676,191
17003100301011,2006-2010,Illinois,17,Cook County,31,30101,1,"Block Group 1, Census Tract 301.01, Cook County, Illinois",973,292,329,17,69,0,247,585,11,223,10,119,17,0,0,19976,15635,721,535,424,186
17003100301012,2006-2010,Illinois,17,Cook County,31,30101,2,"Block Group 2, Census Tract 301.01, Cook County, Illinois",375,201,88,0,86,0,0,321,0,0,19,140,62,0,12,34113,32099,319,301,209,18
17003100301013,2006-2010,Illinois,17,Cook County,31,30101,3,"Block Group 3, Census Tract 301.01, Cook County, Illinois",978,638,221,0,12,0,74,698,0,140,31,165,60,0,0,22500,16500,743,457,190,286
17003100301014,2006-2010,Illinois,17,Cook County,31,30101,4,"Block Group 4, Census Tract 301.01, Cook County, Illinois",1469,767,250,0,386,0,45,1310,0,123,21,425,418,41,11,87917,55778,1075,895,845,180
17003100301021,2006-2010,Illinois,17,Cook County,31,30102,1,"Block Group 1, Census Tract 301.02, Cook County, Illinois",1012,683,81,0,216,0,32,957,0,140,110,343,111,98,44,61563,54023,791,626,495,165
17003100301022,2006-2010,Illinois,17,Cook County,31,30102,2,"Block Group 2, Census Tract 301.02, Cook County, Illinois",1332,589,424,8,190,0,61,937,56,203,99,279,27,0,0,21838,20657,1068,871,692,197
17003100301023,2006-2010,Illinois,17,Cook County,31,30102,3,"Block Group 3, Census Tract 301.02, Cook County, Illinois",846,484,228,14,79,0,26,596,0,55,13,143,117,18,28,40750,26004,705,473,350,232
17003100301031,2006-2010,Illinois,17,Cook County,31,30103,1,"Block Group 1, Census Tract 301.03, Cook County, Illinois",791,355,313,0,15,0,0,437,0,189,46,102,55,0,0,19363,14798,620,564,320,56
17003100301032,2006-2010,Illinois,17,Cook County,31,30103,2,"Block Group 2, Census Tract 301.03, Cook County, Illinois",841,528,107,0,197,0,9,680,13,16,28,319,147,31,31,29048,29842,718,603,332,115
17003100301041,2006-2010,Illinois,17,Cook County,31,30104,1,"Block Group 1, Census Tract 301.04, Cook County, Illinois",3790,2518,461,0,416,0,114,1110,0,308,165,149,64,12,28,33324,11502,3477,2525,1141,952
17003100301042,2006-2010,Illinois,17,Cook County,31,30104,2,"Block Group 2, Census Tract 301.04, Cook County, Illinois",414,78,234,0,102,0,0,230,0,119,5,20,0,0,0,9980,9879,345,181,118,164
17003100302001,2006-2010,Illinois,17,Cook County,31,30200,1,"Block Group 1, Census Tract 302, Cook County, Illinois",1683,1170,203,0,15,0,279,1317,0,52,110,397,322,26,41,61111,32034,1427,1219,862,208
17003100302002,2006-2010,Illinois,17,Cook County,31,30200,2,"Block Group 2, Census Tract 302, Cook County, Illinois",1156,679,173,0,230,0,0,979,0,118,29,354,191,28,19,52000,31872,816,594,448,222
17003100302003,2006-2010,Illinois,17,Cook County,31,30200,3,"Block Group 3, Census Tract 302, Cook County, Illinois",1124,1124,0,0,0,0,0,795,0,64,44,170,148,147,57,127273,52958,888,688,476,200
17003100302004,2006-2010,Illinois,17,Cook County,31,30200,4,"Block Group 4, Census Tract 302, Cook County, Illinois",1834,1131,256,0,101,0,261,1183,22,127,58,360,253,71,0,54308,32066,1475,1217,934,258
17003100303001,2006-2010,Illinois,17,Cook County,31,30300,1,"Block Group 1, Census Tract 303, Cook County, Illinois",1465,521,128,0,255,0,527,971,0,379,41,122,101,28,22,30789,19305,1076,847,689,229
17003100303002,2006-2010,Illinois,17,Cook County,31,30300,2,"Block Group 2, Census Tract 303, Cook County, Illinois",1311,1069,34,26,47,13,101,1098,6,222,20,341,105,4,11,37198,30380,919,855,786,64
17003100304001,2006-2010,Illinois,17,Cook County,31,30400,1,"Block Group 1, Census Tract 304, Cook County, Illinois",1392,853,272,0,126,0,87,1087,23,129,73,298,167,34,34,36016,28961,1022,808,664,214
17003100304002,2006-2010,Illinois,17,Cook County,31,30400,2,"Block Group 2, Census Tract 304, Cook County, Illinois",1316,844,21,26,83,0,296,973,26,114,24,400,157,44,31,70000,42276,1040,901,733,139
17003100305001,2006-2010,Illinois,17,Cook County,31,30500,1,"Block Group 1, Census Tract 305, Cook County, Illinois",1143,789,90,0,96,0,107,960,0,113,48,448,106,48,12,63487,34931,874,797,671,77
17003100305002,2006-2010,Illinois,17,Cook County,31,30500,2,"Block Group 2, Census Tract 305, Cook County, Illinois",2254,1483,100,0,202,0,435,1579,86,190,0,445,247,67,12,43393,24782,1619,1196,755,423
17003100305003,2006-2010,Illinois,17,Cook County,31,30500,3,"Block Group 3, Census Tract 305, Cook County, Illinois",1813,1233,163,0,50,0,292,1281,102,104,66,409,260,47,11,63958,36497,1204,1068,926,136
17003100305004,2006-2010,Illinois,17,Cook County,31,30500,4,"Block Group 4, Census Tract 305, Cook County, Illinois",1627,1139,112,0,260,0,101,1268,55,181,77,475,197,15,68,74615,40912,1366,1172,916,194
17003100306011,2006-2010,Illinois,17,Cook County,31,30601,1,"Block Group 1, Census Tract 306.01, Cook County, Illinois",702,276,386,0,0,0,40,553,0,165,0,203,36,0,15,23516,25253,629,568,329,61
17003100306012,2006-2010,Illinois,17,Cook County,31,30601,2,"Block Group 2, Census Tract 306.01, Cook County, Illinois",740,450,103,0,108,0,71,558,16,118,0,136,134,0,14,15250,24465,358,310,278,48
17003100306013,2006-2010,Illinois,17,Cook County,31,30601,3,"Block Group 3, Census Tract 306.01, Cook County, Illinois",2022,1189,319,0,424,0,64,1714,18,351,69,497,251,53,36,46250,34282,1521,1166,825,355
17003100306031,2006-2010,Illinois,17,Cook County,31,30603,1,"Block Group 1, Census Tract 306.03, Cook County, Illinois",799,463,194,0,125,0,0,667,0,16,141,318,34,33,16,32369,34912,753,703,640,50
17003100306032,2006-2010,Illinois,17,Cook County,31,30603,2,"Block Group 2, Census Tract 306.03, Cook County, Illinois",1254,577,614,0,49,0,14,1043,20,137,98,300,19,8,14,21189,19971,1013,715,639,298
17003100306041,2006-2010,Illinois,17,Cook County,31,30604,1,"Block Group 1, Census Tract 306.04, Cook County, Illinois",1428,568,447,0,336,0,72,1073,0,150,32,407,220,10,29,40810,30652,1284,1084,921,200
17003100306042,2006-2010,Illinois,17,Cook County,31,30604,2,"Block Group 2, Census Tract 306.04, Cook County, Illinois",841,571,140,0,105,0,0,735,0,86,22,239,177,25,18,51167,39520,558,466,412,92
17003100306043,2006-2010,Illinois,17,Cook County,31,30604,3,"Block Group 3, Census Tract 306.04, Cook County, Illinois",822,321,217,0,274,0,0,631,0,170,76,213,15,11,50,28460,25643,691,439,353,252
17003100307011,2006-2010,Illinois,17,Cook County,31,30701,1,"Block Group 1, Census Tract 307.01, Cook County, Illinois",2065,1103,551,22,281,0,100,1745,10,314,207,386,221,80,19,40587,22298,1924,1360,1070,564
17003100307021,2006-2010,Illinois,17,Cook County,31,30702,1,"Block Group 1, Census Tract 307.02, Cook County, Illinois",1031,779,0,0,234,0,18,973,23,103,18,306,73,110,18,63190,51096,795,664,575,131
17003100307022,2006-2010,Illinois,17,Cook County,31,30702,2,"Block Group 2, Census Tract 307.02, Cook County, Illinois",638,449,0,0,189,0,0,546,0,33,0,122,196,44,64,65738,41818,433,361,281,72
17003100307031,2006-2010,Illinois,17,Cook County,31,30703,1,"Block Group 1, Census Tract 307.03, Cook County, Illinois",855,741,114,0,0,0,0,780,23,69,20,306,182,0,62,90375,60676,706,607,471,99
17003100307032,2006-2010,Illinois,17,Cook County,31,30703,2,"Block Group 2, Census Tract 307.03, Cook County, Illinois",597,405,72,0,120,0,0,597,15,131,129,116,41,45,0,13953,9226,131,69,69,62
17003100307033,2006-2010,Illinois,17,Cook County,31,30703,3,"Block Group 3, Census Tract 307.03, Cook County, Illinois",1219,621,333,0,168,0,63,1046,0,190,16,293,125,60,87,34355,30306,1053,920,732,133
17003100307061,2006-2010,Illinois,17,Cook County,31,30706,1,"Block Group 1, Census Tract 307.06, Cook County, Illinois",1999,1378,180,0,363,0,37,1938,18,175,90,656,587,103,16,51845,45994,1290,1103,973,187
17003100307062,2006-2010,Illinois,17,Cook County,31,30706,2,"Block Group 2, Census Tract 307.06, Cook County, Illinois",1274,584,319,0,173,0,150,1061,0,266,35,271,116,55,41,31438,30565,826,581,469,245
17003100308001,2006-2010,Illinois,17,Cook County,31,30800,1,"Block Group 1, Census Tract 308, Cook County, Illinois",1364,814,0,0,252,0,226,855,0,103,0,385,116,52,64,67262,53170,929,765,587,164
17003100308002,2006-2010,Illinois,17,Cook County,31,30800,2,"Block Group 2, Census Tract 308, Cook County, Illinois",944,888,0,0,26,0,0,759,0,73,36,314,152,61,26,97538,76137,736,645,517,91
17003100308003,2006-2010,Illinois,17,Cook County,31,30800,3,"Block Group 3, Census Tract 308, Cook County, Illinois",1144,1085,15,0,44,0,0,989,0,107,26,299,278,76,28,73056,61087,985,894,794,91
17003100308004,2006-2010,Illinois,17,Cook County,31,30800,4,"Block Group 4, Census Tract 308, Cook County, Illinois",914,719,0,0,182,0,0,780,0,84,51,199,214,73,40,78929,45277,734,659,572,75
17003100309001,2006-2010,Illinois,17,Cook County,31,30900,1,"Block Group 1, Census Tract 309, Cook County, Illinois",541,476,0,0,65,0,0,442,9,118,6,143,77,0,44,55833,40270,408,366,275,42
17003100309002,2006-2010,Illinois,17,Cook County,31,30900,2,"Block Group 2, Census Tract 309, Cook County, Illinois",983,681,29,0,79,0,83,827,37,36,59,415,56,18,27,51333,33531,753,681,467,72
17003100309003,2006-2010,Illinois,17,Cook County,31,30900,3,"Block Group 3, Census Tract 309, Cook County, Illinois",730,652,55,0,23,0,0,581,0,36,18,289,80,100,22,74792,52369,575,498,436,77
17003100309004,2006-2010,Illinois,17,Cook County,31,30900,4,"Block Group 4, Census Tract 309, Cook County, Illinois",760,330,79,0,121,0,208,543,0,66,56,118,35,6,20,74688,22981,644,483,286,161
17003100310001,2006-2010,Illinois,17,Cook County,31,31000,1,"Block Group 1, Census Tract 310, Cook County, Illinois",799,687,0,0,81,0,31,765,22,81,10,275,106,19,26,52835,35244,693,572,516,121
17003100310002,2006-2010,Illinois,17,Cook County,31,31000,2,"Block Group 2, Census Tract 310, Cook County, Illinois",1339,730,78,0,35,0,486,762,60,99,0,222,95,14,0,48880,18293,1058,717,543,341
17003100310003,2006-2010,Illinois,17,Cook County,31,31000,3,"Block Group 3, Census Tract 310, Cook County, Illinois",1284,1113,55,0,16,0,50,1142,0,73,44,542,285,50,21,59096,51782,1168,1092,953,76
17003100311001,2006-2010,Illinois,17,Cook County,31,31100,1,"Block Group 1, Census Tract 311, Cook County, Illinois",1921,1061,6,0,506,0,348,1561,15,489,0,434,257,61,39,66406,35387,1493,1376,1093,117
17003100311002,2006-2010,Illinois,17,Cook County,31,31100,2,"Block Group 2, Census Tract 311, Cook County, Illinois",796,505,81,0,65,0,101,687,24,93,34,248,68,0,23,35238,34961,657,571,522,86
17003100311003,2006-2010,Illinois,17,Cook County,31,31100,3,"Block Group 3, Census Tract 311, Cook County, Illinois",1785,1090,22,0,387,0,247,1439,12,209,254,487,200,73,46,56075,36791,1437,1352,1134,85
17003100312001,2006-2010,Illinois,17,Cook County,31,31200,1,"Block Group 1, Census Tract 312, Cook County, Illinois",1315,680,145,0,202,0,275,1131,9,223,21,381,102,52,0,29042,33613,1052,833,621,219
