geoid,Data File Year,STATE,STATEA,COUNTY,County_Code,CensusTractCode,BlockGroupCode,Estimates: Area Name,Total_Population,White_pop,Black_pop, AmericanIndian_pop,Asian_pop,PacificIslander_pop,OtherRace_pop,EduTotal,Edu_8thGrade,Edu_HighSchoolOrGED,Edu_AssociateDegree,Edu_BachelorDegree,Edu_MasterDegree,Edu_ProfDegree,Edu_DoctorateDegree,Median_HH_Income,PerCapita_Income,Workers_Total,Worked_past_year,Worked_FT_past_year,Did_Not_Work
17003104403004,2006-2010,Illinois,17,Cook County,31,440300,4,"Block Group 4, Census Tract 4403, Cook County, Illinois",600,0,600,0,0,0,0,508,0,93,19,101,54,0,0,23750,23656,390,231,216,159
17003104403005,2006-2010,Illinois,17,Cook County,31,440300,5,"Block Group 5, Census Tract 4403, Cook County, Illinois",942,17,813,0,80,0,0,762,41,164,130,59,14,0,0,32883,20831,541,406,337,135
17003104406001,2006-2010,Illinois,17,Cook County,31,440600,1,"Block Group 1, Census Tract 4406, Cook County, Illinois",665,0,665,0,0,0,0,492,8,105,93,135,32,6,7,61393,30022,394,316,256,78
17003104406002,2006-2010,Illinois,17,Cook County,31,440600,2,"Block Group 2, Census Tract 4406, Cook County, Illinois",1902,0,1892,10,0,0,0,1258,0,255,91,405,198,0,0,91339,30031,1245,963,724,282
17003104407001,2006-2010,Illinois,17,Cook County,31,440700,1,"Block Group 1, Census Tract 4407, Cook County, Illinois",651,0,651,0,0,0,0,470,0,154,54,37,0,0,0,42407,18194,432,294,249,138
17003104407002,2006-2010,Illinois,17,Cook County,31,440700,2,"Block Group 2, Census Tract 4407, Cook County, Illinois",1242,28,1159,0,0,0,0,928,0,198,167,185,40,0,0,61100,23360,808,558,496,250
17003104408001,2006-2010,Illinois,17,Cook County,31,440800,1,"Block Group 1, Census Tract 4408, Cook County, Illinois",921,17,892,0,0,0,12,647,0,222,22,77,34,0,0,26477,21937,723,454,271,269
17003104408002,2006-2010,Illinois,17,Cook County,31,440800,2,"Block Group 2, Census Tract 4408, Cook County, Illinois",1033,0,1033,0,0,0,0,579,10,186,28,79,0,30,0,26688,14229,663,439,298,224
17003104409001,2006-2010,Illinois,17,Cook County,31,440900,1,"Block Group 1, Census Tract 4409, Cook County, Illinois",1489,20,1424,0,0,0,0,952,39,264,92,136,34,0,0,56447,19604,931,732,591,199
17003104409002,2006-2010,Illinois,17,Cook County,31,440900,2,"Block Group 2, Census Tract 4409, Cook County, Illinois",635,0,635,0,0,0,0,361,24,121,10,0,12,0,0,32946,11922,256,133,110,123
17003104409003,2006-2010,Illinois,17,Cook County,31,440900,3,"Block Group 3, Census Tract 4409, Cook County, Illinois",1085,0,1085,0,0,0,0,713,24,163,103,119,120,0,0,52917,22047,638,476,370,162
17003104503001,2006-2010,Illinois,17,Cook County,31,450300,1,"Block Group 1, Census Tract 4503, Cook County, Illinois",1270,138,1102,0,0,0,0,935,19,278,96,93,0,12,0,27868,21816,808,533,464,275
17003104503002,2006-2010,Illinois,17,Cook County,31,450300,2,"Block Group 2, Census Tract 4503, Cook County, Illinois",766,13,753,0,0,0,0,617,10,231,14,104,0,11,23,65625,26912,512,386,335,126
17003104503003,2006-2010,Illinois,17,Cook County,31,450300,3,"Block Group 3, Census Tract 4503, Cook County, Illinois",1031,0,1008,0,0,0,0,744,0,308,61,106,32,0,0,46053,24519,617,488,381,129
17003104503004,2006-2010,Illinois,17,Cook County,31,450300,4,"Block Group 4, Census Tract 4503, Cook County, Illinois",477,0,468,0,0,0,0,338,0,84,50,75,47,0,0,63042,31756,242,194,163,48
17003104601001,2006-2010,Illinois,17,Cook County,31,460100,1,"Block Group 1, Census Tract 4601, Cook County, Illinois",1191,17,1105,0,0,0,33,739,10,195,56,83,18,0,0,29236,17133,749,608,495,141
17003104601002,2006-2010,Illinois,17,Cook County,31,460100,2,"Block Group 2, Census Tract 4601, Cook County, Illinois",921,69,784,0,0,0,68,517,25,196,52,97,8,0,0,47574,14853,497,350,319,147
17003104601003,2006-2010,Illinois,17,Cook County,31,460100,3,"Block Group 3, Census Tract 4601, Cook County, Illinois",635,87,427,0,0,0,121,327,6,104,27,19,0,0,0,33170,23285,368,286,229,82
17003104601004,2006-2010,Illinois,17,Cook County,31,460100,4,"Block Group 4, Census Tract 4601, Cook County, Illinois",634,113,474,0,0,0,47,427,0,207,46,43,21,0,0,21957,18382,398,329,273,69
17003104602001,2006-2010,Illinois,17,Cook County,31,460200,1,"Block Group 1, Census Tract 4602, Cook County, Illinois",1049,734,189,36,0,0,90,509,43,206,9,9,17,0,0,46786,12984,628,412,310,216
17003104602002,2006-2010,Illinois,17,Cook County,31,460200,2,"Block Group 2, Census Tract 4602, Cook County, Illinois",1573,325,720,0,8,0,520,771,43,161,27,84,9,8,5,23896,9592,891,503,393,388
17003104603011,2006-2010,Illinois,17,Cook County,31,460301,1,"Block Group 1, Census Tract 4603.01, Cook County, Illinois",1230,326,701,0,0,0,139,774,77,213,13,103,21,0,0,27576,14440,725,457,370,268
17003104603012,2006-2010,Illinois,17,Cook County,31,460301,2,"Block Group 2, Census Tract 4603.01, Cook County, Illinois",1185,177,663,0,0,0,307,631,38,53,72,47,0,0,0,33911,11445,890,429,377,461
17003104603013,2006-2010,Illinois,17,Cook County,31,460301,3,"Block Group 3, Census Tract 4603.01, Cook County, Illinois",1171,31,927,0,0,0,213,476,0,81,35,75,0,0,0,38583,10098,690,351,338,339
17003104603021,2006-2010,Illinois,17,Cook County,31,460302,1,"Block Group 1, Census Tract 4603.02, Cook County, Illinois",933,0,933,0,0,0,0,521,0,208,0,8,0,0,8,15076,9314,616,301,200,315
17003104603022,2006-2010,Illinois,17,Cook County,31,460302,2,"Block Group 2, Census Tract 4603.02, Cook County, Illinois",515,0,470,0,0,0,36,367,0,142,10,23,10,0,0,34519,16271,325,147,103,178
17003104603023,2006-2010,Illinois,17,Cook County,31,460302,3,"Block Group 3, Census Tract 4603.02, Cook County, Illinois",795,72,719,0,0,0,4,575,81,184,44,0,0,0,0,17440,11410,593,232,60,361
17003104603024,2006-2010,Illinois,17,Cook County,31,460302,4,"Block Group 4, Census Tract 4603.02, Cook County, Illinois",1979,0,1890,0,0,0,77,1109,93,210,19,40,69,0,0,15222,9096,1228,555,384,673
17003104604001,2006-2010,Illinois,17,Cook County,31,460400,1,"Block Group 1, Census Tract 4604, Cook County, Illinois",1388,0,1368,0,0,0,20,955,60,346,92,164,34,14,0,19355,13148,981,594,377,387
17003104604002,2006-2010,Illinois,17,Cook County,31,460400,2,"Block Group 2, Census Tract 4604, Cook County, Illinois",514,0,509,0,0,0,5,436,0,108,27,74,63,0,0,71020,32287,393,270,270,123
17003104604003,2006-2010,Illinois,17,Cook County,31,460400,3,"Block Group 3, Census Tract 4604, Cook County, Illinois",883,0,876,0,0,0,0,558,0,224,68,38,28,0,0,43110,22373,579,369,308,210
17003104604004,2006-2010,Illinois,17,Cook County,31,460400,4,"Block Group 4, Census Tract 4604, Cook County, Illinois",1100,39,1061,0,0,0,0,772,10,214,65,114,9,0,0,57964,22823,812,562,394,250
17003104605001,2006-2010,Illinois,17,Cook County,31,460500,1,"Block Group 1, Census Tract 4605, Cook County, Illinois",571,0,571,0,0,0,0,444,0,58,32,110,30,0,0,50071,20314,351,264,183,87
17003104605002,2006-2010,Illinois,17,Cook County,31,460500,2,"Block Group 2, Census Tract 4605, Cook County, Illinois",1106,13,1093,0,0,0,0,737,0,228,69,167,70,0,0,84083,29831,476,376,294,100
17003104605003,2006-2010,Illinois,17,Cook County,31,460500,3,"Block Group 3, Census Tract 4605, Cook County, Illinois",1119,0,1106,0,0,0,0,814,42,149,58,125,24,0,0,50858,22436,684,446,399,238
17003104605004,2006-2010,Illinois,17,Cook County,31,460500,4,"Block Group 4, Census Tract 4605, Cook County, Illinois",527,0,527,0,0,0,0,403,10,124,0,85,12,0,16,47478,28639,354,258,216,96
17003104605005,2006-2010,Illinois,17,Cook County,31,460500,5,"Block Group 5, Census Tract 4605, Cook County, Illinois",519,0,519,0,0,0,0,419,0,76,28,85,13,12,0,57054,35216,372,264,223,108
17003104605006,2006-2010,Illinois,17,Cook County,31,460500,6,"Block Group 6, Census Tract 4605, Cook County, Illinois",1158,0,1158,0,0,0,0,738,28,294,31,129,41,17,0,59301,21919,642,528,442,114
17003104605007,2006-2010,Illinois,17,Cook County,31,460500,7,"Block Group 7, Census Tract 4605, Cook County, Illinois",973,0,897,0,17,59,0,726,0,322,67,41,30,0,0,27661,18797,477,324,281,153
17003104606001,2006-2010,Illinois,17,Cook County,31,460600,1,"Block Group 1, Census Tract 4606, Cook County, Illinois",1258,21,1093,0,0,0,144,668,52,299,36,58,0,0,0,20474,10473,762,498,353,264
17003104607001,2006-2010,Illinois,17,Cook County,31,460700,1,"Block Group 1, Census Tract 4607, Cook County, Illinois",1550,334,1100,0,0,0,73,550,55,182,12,27,0,0,0,16622,6177,618,356,177,262
17003104607002,2006-2010,Illinois,17,Cook County,31,460700,2,"Block Group 2, Census Tract 4607, Cook County, Illinois",1188,292,160,0,0,0,662,588,153,106,12,19,0,0,0,26103,7183,704,414,325,290
17003104607003,2006-2010,Illinois,17,Cook County,31,460700,3,"Block Group 3, Census Tract 4607, Cook County, Illinois",1109,372,426,0,0,0,296,669,161,205,38,42,15,0,0,30295,13573,673,479,338,194
17003104610001,2006-2010,Illinois,17,Cook County,31,461000,1,"Block Group 1, Census Tract 4610, Cook County, Illinois",1377,517,802,0,0,0,58,1080,44,395,60,50,21,8,0,19625,15188,690,376,291,314
17003104701001,2006-2010,Illinois,17,Cook County,31,470100,1,"Block Group 1, Census Tract 4701, Cook County, Illinois",1559,32,1527,0,0,0,0,1123,49,365,124,73,37,0,0,43750,16269,1024,610,429,414
17003104701002,2006-2010,Illinois,17,Cook County,31,470100,2,"Block Group 2, Census Tract 4701, Cook County, Illinois",1873,42,1831,0,0,0,0,1069,12,412,42,76,39,0,14,18429,11665,1121,575,363,546
17003104801001,2006-2010,Illinois,17,Cook County,31,480100,1,"Block Group 1, Census Tract 4801, Cook County, Illinois",983,18,965,0,0,0,0,772,0,278,31,166,82,0,11,63397,27397,605,444,349,161
17003104801002,2006-2010,Illinois,17,Cook County,31,480100,2,"Block Group 2, Census Tract 4801, Cook County, Illinois",1168,0,1168,0,0,0,0,999,11,160,61,190,161,24,0,71905,36774,672,472,436,200
17003104802001,2006-2010,Illinois,17,Cook County,31,480200,1,"Block Group 1, Census Tract 4802, Cook County, Illinois",744,0,686,0,58,0,0,435,29,62,23,116,47,0,0,63051,27720,668,518,450,150
17003104802002,2006-2010,Illinois,17,Cook County,31,480200,2,"Block Group 2, Census Tract 4802, Cook County, Illinois",621,0,621,0,0,0,0,538,0,104,45,62,49,26,0,65453,29783,311,256,240,55
17003104803001,2006-2010,Illinois,17,Cook County,31,480300,1,"Block Group 1, Census Tract 4803, Cook County, Illinois",967,0,967,0,0,0,0,692,18,111,46,187,87,5,0,52361,25075,419,290,281,129
17003104803002,2006-2010,Illinois,17,Cook County,31,480300,2,"Block Group 2, Census Tract 4803, Cook County, Illinois",480,0,480,0,0,0,0,341,0,67,0,107,25,0,0,71083,20258,342,237,185,105
17003104804001,2006-2010,Illinois,17,Cook County,31,480400,1,"Block Group 1, Census Tract 4804, Cook County, Illinois",510,0,510,0,0,0,0,444,0,125,30,38,64,0,0,59135,31762,233,137,110,96
17003104804002,2006-2010,Illinois,17,Cook County,31,480400,2,"Block Group 2, Census Tract 4804, Cook County, Illinois",708,0,708,0,0,0,0,411,0,192,0,28,57,0,12,22304,10283,394,142,126,252
17003104804003,2006-2010,Illinois,17,Cook County,31,480400,3,"Block Group 3, Census Tract 4804, Cook County, Illinois",1709,15,1648,0,14,0,32,1111,0,226,92,167,79,0,0,50385,18216,1096,707,468,389
17003104804004,2006-2010,Illinois,17,Cook County,31,480400,4,"Block Group 4, Census Tract 4804, Cook County, Illinois",780,32,748,0,0,0,0,685,0,236,27,0,150,0,13,56111,37814,414,306,295,108
17003104804005,2006-2010,Illinois,17,Cook County,31,480400,5,"Block Group 5, Census Tract 4804, Cook County, Illinois",819,0,819,0,0,0,0,651,0,134,86,87,119,0,12,59537,34356,588,391,287,197
17003104804006,2006-2010,Illinois,17,Cook County,31,480400,6,"Block Group 6, Census Tract 4804, Cook County, Illinois",993,0,993,0,0,0,0,884,0,127,90,90,204,50,0,57376,53817,654,524,473,130
17003104804007,2006-2010,Illinois,17,Cook County,31,480400,7,"Block Group 7, Census Tract 4804, Cook County, Illinois",1241,0,1241,0,0,0,0,816,0,146,175,138,167,12,0,85536,40047,714,612,579,102
17003104805001,2006-2010,Illinois,17,Cook County,31,480500,1,"Block Group 1, Census Tract 4805, Cook County, Illinois",1139,0,1139,0,0,0,0,817,0,211,77,126,121,0,0,50417,26470,602,469,363,133
17003104805002,2006-2010,Illinois,17,Cook County,31,480500,2,"Block Group 2, Census Tract 4805, Cook County, Illinois",1059,49,981,0,0,0,29,715,42,190,60,147,0,0,0,42661,23814,679,431,331,248
17003104805003,2006-2010,Illinois,17,Cook County,31,480500,3,"Block Group 3, Census Tract 4805, Cook County, Illinois",1033,36,697,0,0,0,276,612,38,141,92,97,13,0,0,43026,18973,602,469,245,133
17003104903001,2006-2010,Illinois,17,Cook County,31,490300,1,"Block Group 1, Census Tract 4903, Cook County, Illinois",1166,15,1105,14,0,0,32,856,0,256,34,183,43,8,15,40801,29312,727,575,412,152
17003104903002,2006-2010,Illinois,17,Cook County,31,490300,2,"Block Group 2, Census Tract 4903, Cook County, Illinois",1013,0,986,0,0,0,0,748,0,109,59,167,167,28,0,53831,22654,689,553,371,136
17003104904001,2006-2010,Illinois,17,Cook County,31,490400,1,"Block Group 1, Census Tract 4904, Cook County, Illinois",1270,0,1270,0,0,0,0,828,17,206,28,170,12,9,12,52000,21464,799,546,468,253
17003104905001,2006-2010,Illinois,17,Cook County,31,490500,1,"Block Group 1, Census Tract 4905, Cook County, Illinois",1618,38,1553,0,13,0,0,666,0,82,46,130,50,0,35,50982,15288,1094,767,322,327
17003104905002,2006-2010,Illinois,17,Cook County,31,490500,2,"Block Group 2, Census Tract 4905, Cook County, Illinois",890,0,870,0,0,0,20,682,31,192,59,88,36,46,0,53000,24089,570,423,287,147
17003104906001,2006-2010,Illinois,17,Cook County,31,490600,1,"Block Group 1, Census Tract 4906, Cook County, Illinois",1488,10,1407,0,37,0,0,939,28,187,99,188,56,8,0,45566,19767,822,649,427,173
17003104907001,2006-2010,Illinois,17,Cook County,31,490700,1,"Block Group 1, Census Tract 4907, Cook County, Illinois",1014,0,987,0,0,0,27,662,54,150,15,104,30,0,0,65476,24879,725,624,405,101
17003104907002,2006-2010,Illinois,17,Cook County,31,490700,2,"Block Group 2, Census Tract 4907, Cook County, Illinois",863,0,863,0,0,0,0,544,0,110,41,50,6,0,0,32262,11685,535,298,213,237
17003104907003,2006-2010,Illinois,17,Cook County,31,490700,3,"Block Group 3, Census Tract 4907, Cook County, Illinois",1587,0,1572,0,0,0,0,1102,9,469,104,115,18,12,0,53417,17301,915,652,486,263
17003104908001,2006-2010,Illinois,17,Cook County,31,490800,1,"Block Group 1, Census Tract 4908, Cook County, Illinois",696,10,686,0,0,0,0,570,11,125,49,51,50,0,0,40568,26759,444,268,226,176
17003104908002,2006-2010,Illinois,17,Cook County,31,490800,2,"Block Group 2, Census Tract 4908, Cook County, Illinois",764,34,730,0,0,0,0,597,0,241,69,74,45,0,0,46111,27890,528,352,262,176
17003104908003,2006-2010,Illinois,17,Cook County,31,490800,3,"Block Group 3, Census Tract 4908, Cook County, Illinois",1082,0,1082,0,0,0,0,797,12,288,42,36,45,0,0,25865,12941,741,387,312,354
17003104908004,2006-2010,Illinois,17,Cook County,31,490800,4,"Block Group 4, Census Tract 4908, Cook County, Illinois",627,11,589,0,0,0,0,472,0,72,51,95,28,0,0,61563,24118,387,267,251,120
17003104908005,2006-2010,Illinois,17,Cook County,31,490800,5,"Block Group 5, Census Tract 4908, Cook County, Illinois",594,16,578,0,0,0,0,425,11,66,47,52,21,13,3,23269,13553,307,124,76,183
17003104909011,2006-2010,Illinois,17,Cook County,31,490901,1,"Block Group 1, Census Tract 4909.01, Cook County, Illinois",1403,0,1403,0,0,0,0,943,17,281,24,152,70,16,0,25859,22945,997,664,521,333
17003104909012,2006-2010,Illinois,17,Cook County,31,490901,2,"Block Group 2, Census Tract 4909.01, Cook County, Illinois",977,0,977,0,0,0,0,648,30,175,29,0,0,0,0,17656,11710,522,346,223,176
17003104909013,2006-2010,Illinois,17,Cook County,31,490901,3,"Block Group 3, Census Tract 4909.01, Cook County, Illinois",1219,0,1219,0,0,0,0,731,0,300,117,53,14,0,12,36654,17008,664,406,257,258
17003104909021,2006-2010,Illinois,17,Cook County,31,490902,1,"Block Group 1, Census Tract 4909.02, Cook County, Illinois",998,0,976,22,0,0,0,730,0,308,94,66,27,0,0,66172,35756,649,572,463,77
17003104909022,2006-2010,Illinois,17,Cook County,31,490902,2,"Block Group 2, Census Tract 4909.02, Cook County, Illinois",2661,0,2661,0,0,0,0,1710,25,538,194,74,34,0,0,32188,14128,1631,1003,805,628
17003104909023,2006-2010,Illinois,17,Cook County,31,490902,3,"Block Group 3, Census Tract 4909.02, Cook County, Illinois",1051,11,1040,0,0,0,0,811,43,219,85,145,48,0,0,41828,23197,677,480,339,197
17003104909024,2006-2010,Illinois,17,Cook County,31,490902,4,"Block Group 4, Census Tract 4909.02, Cook County, Illinois",873,0,873,0,0,0,0,636,0,134,18,33,95,17,0,41835,24066,408,362,328,46
17003104910001,2006-2010,Illinois,17,Cook County,31,491000,1,"Block Group 1, Census Tract 4910, Cook County, Illinois",928,9,893,0,0,0,0,453,49,179,60,45,10,0,0,40875,8651,617,342,202,275
17003104910002,2006-2010,Illinois,17,Cook County,31,491000,2,"Block Group 2, Census Tract 4910, Cook County, Illinois",767,0,767,0,0,0,0,476,20,210,43,27,0,0,0,27112,11479,506,265,161,241
17003104910003,2006-2010,Illinois,17,Cook County,31,491000,3,"Block Group 3, Census Tract 4910, Cook County, Illinois",483,10,473,0,0,0,0,344,12,143,19,10,10,10,10,35045,15117,219,120,80,99
17003104910004,2006-2010,Illinois,17,Cook County,31,491000,4,"Block Group 4, Census Tract 4910, Cook County, Illinois",1813,30,1783,0,0,0,0,719,18,261,9,22,8,9,0,44444,9813,1055,490,374,565
17003104910005,2006-2010,Illinois,17,Cook County,31,491000,5,"Block Group 5, Census Tract 4910, Cook County, Illinois",1872,25,1751,0,0,0,0,1055,0,327,43,60,28,0,0,22404,10441,1301,543,280,758
17003104911001,2006-2010,Illinois,17,Cook County,31,491100,1,"Block Group 1, Census Tract 4911, Cook County, Illinois",896,0,896,0,0,0,0,480,11,164,27,12,0,0,0,25313,8450,566,166,116,400
17003104911002,2006-2010,Illinois,17,Cook County,31,491100,2,"Block Group 2, Census Tract 4911, Cook County, Illinois",894,0,894,0,0,0,0,596,27,139,13,72,17,29,0,60736,22148,493,304,166,189
17003104911003,2006-2010,Illinois,17,Cook County,31,491100,3,"Block Group 3, Census Tract 4911, Cook County, Illinois",1120,0,1097,0,0,0,0,709,45,197,20,119,34,24,6,39519,25416,587,342,257,245
17003104911004,2006-2010,Illinois,17,Cook County,31,491100,4,"Block Group 4, Census Tract 4911, Cook County, Illinois",1328,52,1240,0,0,0,9,1019,59,262,117,42,45,0,0,48750,20926,647,470,391,177
17003104911005,2006-2010,Illinois,17,Cook County,31,491100,5,"Block Group 5, Census Tract 4911, Cook County, Illinois",960,0,960,0,0,0,0,701,33,137,64,78,81,0,9,54519,27697,541,455,358,86
17003104912001,2006-2010,Illinois,17,Cook County,31,491200,1,"Block Group 1, Census Tract 4912, Cook County, Illinois",1587,0,1587,0,0,0,0,1121,23,446,123,12,42,0,0,51543,15730,1052,592,476,460
17003104912002,2006-2010,Illinois,17,Cook County,31,491200,2,"Block Group 2, Census Tract 4912, Cook County, Illinois",710,13,697,0,0,0,0,586,11,135,63,94,9,0,0,65550,22921,542,392,327,150
17003104912003,2006-2010,Illinois,17,Cook County,31,491200,3,"Block Group 3, Census Tract 4912, Cook County, Illinois",327,0,327,0,0,0,0,311,11,55,0,40,37,14,0,37222,31699,197,147,76,50
17003104913001,2006-2010,Illinois,17,Cook County,31,491300,1,"Block Group 1, Census Tract 4913, Cook County, Illinois",613,0,613,0,0,0,0,346,0,60,15,0,6,0,0,23205,12028,401,177,145,224
17003104913002,2006-2010,Illinois,17,Cook County,31,491300,2,"Block Group 2, Census Tract 4913, Cook County, Illinois",1122,0,1122,0,0,0,0,625,0,220,21,44,0,0,0,41667,10668,776,415,217,361
17003104913003,2006-2010,Illinois,17,Cook County,31,491300,3,"Block Group 3, Census Tract 4913, Cook County, Illinois",870,0,870,0,0,0,0,596,7,118,44,69,9,0,0,58438,16011,689,421,414,268
17003104913004,2006-2010,Illinois,17,Cook County,31,491300,4,"Block Group 4, Census Tract 4913, Cook County, Illinois",507,9,498,0,0,0,0,373,0,115,0,11,12,0,0,33406,15170,371,194,181,177
17003104914001,2006-2010,Illinois,17,Cook County,31,491400,1,"Block Group 1, Census Tract 4914, Cook County, Illinois",786,0,786,0,0,0,0,547,11,182,31,63,29,0,0,27109,19246,568,350,252,218
17003104914002,2006-2010,Illinois,17,Cook County,31,491400,2,"Block Group 2, Census Tract 4914, Cook County, Illinois",1120,10,1095,0,0,0,0,492,0,200,3,9,0,0,0,35924,10433,634,404,310,230
17003104914003,2006-2010,Illinois,17,Cook County,31,491400,3,"Block Group 3, Census Tract 4914, Cook County, Illinois",1517,0,1509,0,0,0,0,778,11,263,18,126,36,37,0,60000,16588,964,719,419,245
17003105001001,2006-2010,Illinois,17,Cook County,31,500100,1,"Block Group 1, Census Tract 5001, Cook County, Illinois",569,0,569,0,0,0,0,423,7,193,14,67,0,0,0,50208,21910,367,249,232,118
17003105001002,2006-2010,Illinois,17,Cook County,31,500100,2,"Block Group 2, Census Tract 5001, Cook County, Illinois",734,0,734,0,0,0,0,549,8,137,41,87,10,0,0,44167,20016,433,309,204,124
17003105001003,2006-2010,Illinois,17,Cook County,31,500100,3,"Block Group 3, Census Tract 5001, Cook County, Illinois",647,19,602,0,0,0,26,487,11,115,19,84,36,0,0,60438,25324,450,276,242,174
17003105001004,2006-2010,Illinois,17,Cook County,31,500100,4,"Block Group 4, Census Tract 5001, Cook County, Illinois",1905,5,1892,0,0,0,8,1244,0,356,210,0,33,0,0,40246,18364,1111,818,645,293
17003105002001,2006-2010,Illinois,17,Cook County,31,500200,1,"Block Group 1, Census Tract 5002, Cook County, Illinois",1338,0,1338,0,0,0,0,671,14,241,49,52,14,0,0,20476,9925,706,434,266,272
17003105002002,2006-2010,Illinois,17,Cook County,31,500200,2,"Block Group 2, Census Tract 5002, Cook County, Illinois",686,79,607,0,0,0,0,339,15,95,14,41,0,14,0,43583,15228,399,236,192,163
17003105003001,2006-2010,Illinois,17,Cook County,31,500300,1,"Block Group 1, Census Tract 5003, Cook County, Illinois",963,345,504,0,0,0,114,707,0,185,6,112,110,0,10,39833,20679,678,626,489,52
17003105003002,2006-2010,Illinois,17,Cook County,31,500300,2,"Block Group 2, Census Tract 5003, Cook County, Illinois",881,470,282,0,0,0,116,629,0,108,36,111,53,28,14,50221,27953,613,471,414,142
17003105101001,2006-2010,Illinois,17,Cook County,31,510100,1,"Block Group 1, Census Tract 5101, Cook County, Illinois",1844,1247,0,0,0,0,576,1036,101,400,7,129,43,0,0,38095,13639,1025,683,481,342
17003105101002,2006-2010,Illinois,17,Cook County,31,510100,2,"Block Group 2, Census Tract 5101, Cook County, Illinois",2020,708,97,0,0,0,1215,1103,78,350,81,35,64,7,0,45272,14163,1319,795,598,524
17003105102001,2006-2010,Illinois,17,Cook County,31,510200,1,"Block Group 1, Census Tract 5102, Cook County, Illinois",842,481,266,0,0,0,95,642,29,246,55,47,14,0,0,35795,17250,564,396,313,168
17003105102002,2006-2010,Illinois,17,Cook County,31,510200,2,"Block Group 2, Census Tract 5102, Cook County, Illinois",1049,0,1049,0,0,0,0,726,39,307,53,91,10,0,16,53632,19423,597,435,388,162
17003105102003,2006-2010,Illinois,17,Cook County,31,510200,3,"Block Group 3, Census Tract 5102, Cook County, Illinois",1445,24,1421,0,0,0,0,965,14,416,90,66,99,0,0,41250,16447,971,577,408,394
17003105103001,2006-2010,Illinois,17,Cook County,31,510300,1,"Block Group 1, Census Tract 5103, Cook County, Illinois",1542,14,1337,0,0,0,0,997,36,244,0,179,17,0,0,27090,14150,901,678,520,223
17003105103002,2006-2010,Illinois,17,Cook County,31,510300,2,"Block Group 2, Census Tract 5103, Cook County, Illinois",771,0,759,0,0,12,0,592,0,152,82,43,17,0,0,41603,23442,518,367,290,151
17003105103003,2006-2010,Illinois,17,Cook County,31,510300,3,"Block Group 3, Census Tract 5103, Cook County, Illinois",903,0,835,0,0,0,68,567,46,197,25,14,47,0,0,18077,15570,582,362,165,220
17003105103004,2006-2010,Illinois,17,Cook County,31,510300,4,"Block Group 4, Census Tract 5103, Cook County, Illinois",2603,0,2563,0,40,0,0,1758,41,436,93,245,87,37,0,42830,16197,1679,990,707,689
17003105201001,2006-2010,Illinois,17,Cook County,31,520100,1,"Block Group 1, Census Tract 5201, Cook County, Illinois",1890,978,158,0,0,0,686,1030,114,384,16,33,19,0,0,32000,13557,1043,747,544,296
17003105202001,2006-2010,Illinois,17,Cook County,31,520200,1,"Block Group 1, Census Tract 5202, Cook County, Illinois",1029,233,225,0,0,0,553,461,0,108,43,8,0,0,0,25163,9148,533,379,250,154
17003105202002,2006-2010,Illinois,17,Cook County,31,520200,2,"Block Group 2, Census Tract 5202, Cook County, Illinois",1651,1159,110,0,0,0,382,951,48,287,10,82,0,17,0,36083,12863,1076,744,501,332
17003105202003,2006-2010,Illinois,17,Cook County,31,520200,3,"Block Group 3, Census Tract 5202, Cook County, Illinois",1363,913,0,0,0,0,450,684,34,277,0,28,8,0,0,26750,11727,764,561,450,203
17003105203001,2006-2010,Illinois,17,Cook County,31,520300,1,"Block Group 1, Census Tract 5203, Cook County, Illinois",2130,1646,0,0,0,0,426,1066,153,310,28,68,0,0,0,44609,10035,1221,795,654,426
17003105203002,2006-2010,Illinois,17,Cook County,31,520300,2,"Block Group 2, Census Tract 5203, Cook County, Illinois",1859,1262,26,0,19,0,548,865,178,271,8,57,0,0,0,31841,10807,1094,804,537,290
17003105203003,2006-2010,Illinois,17,Cook County,31,520300,3,"Block Group 3, Census Tract 5203, Cook County, Illinois",1360,664,26,0,0,0,602,810,124,225,52,46,11,0,0,48594,16926,944,725,507,219
17003105203004,2006-2010,Illinois,17,Cook County,31,520300,4,"Block Group 4, Census Tract 5203, Cook County, Illinois",1740,980,0,20,0,0,740,930,125,387,4,88,20,0,0,47109,16826,1154,794,568,360
17003105204001,2006-2010,Illinois,17,Cook County,31,520400,1,"Block Group 1, Census Tract 5204, Cook County, Illinois",1244,761,0,0,0,0,423,756,103,150,88,58,31,0,0,57639,15558,729,451,410,278
17003105204002,2006-2010,Illinois,17,Cook County,31,520400,2,"Block Group 2, Census Tract 5204, Cook County, Illinois",1285,715,11,0,0,0,533,846,35,319,36,99,0,61,0,41875,16258,776,568,472,208
17003105204003,2006-2010,Illinois,17,Cook County,31,520400,3,"Block Group 3, Census Tract 5204, Cook County, Illinois",596,483,0,0,0,0,113,376,66,173,6,31,28,20,0,49107,16843,345,245,183,100
17003105204004,2006-2010,Illinois,17,Cook County,31,520400,4,"Block Group 4, Census Tract 5204, Cook County, Illinois",1550,905,0,0,0,0,645,850,39,286,11,0,24,10,10,28700,11881,956,518,432,438
